ID,Description,Source,Name,Form_ID,Comment,Doubt
95,twist (2),,95,psi-f60283be93047f40822d6f0d8ffaee7d-1,"The **OP** form shows an intervening |be-| but the rest seems cognate.

Cf. ‘**94**’. for a compound form of this root.",
96,twist (1),,96,psi-7e7fb1b5b54c0b048fc30fac8664afd3-1,"**TU** |waxu•| ‘string, cord’.",
97,twins (2),,97,pmv-a8601a16becf698a48e3afe86f60cee3-1,"Cf. ‘**89**’. This pattern does not extend beyond DH and **CH** and
is transparent. The terms consist of ‘**89**’ and ‘born’ and could
have been innovated separately.",
99,turtle (2),,99,psi-83f8898e6a261adaa237f48675c6afd7-1,Cf. ‘**100**’.,
100,turtle (1),,100,psi-ff878c24e1ed20d7871e1ca12b9f82dc-1,"Cf. ‘**99**’. The two terms are doubtfully related. Vowel
development, especially in **MA** where it should be uniform, is divergent. **PSI**
most likely had the long vowel by position, even though direct evidence is
found only in **WI**, where length is neutralized in monosyllables.  Although
there are look-alikes in Algonquian, the **PSI** aspiration can be accounted for
by Carter’s Law.  On **CA** {kasəmíʔ} ‘stink turtle’ (Sa-12) cf. Choctaw
{kosoma} ‘stink’.  Other animal terms show reflexes of the prefix |*wi-|.

There is no direct evidence of the prefix vowel here, but |*i| seems likely
although the prefix |*wa-| is possible.",
101,"turnip, Psoralea (2)",,101,,"This compound is derived from the much older and better attested
term for ‘Indian potato’. The discrepancy between **CH**/**WI** with {*kw}
and DH with {*kr} cannot be accounted for.",
104,turn over (3),,104,,"Cf. ‘**264**’ for the |x|-grade. The following **KS** and **QU** forms show {š} grade of the root: **KS** |šą,
bakkǘla-| ‘turn upside down, push over’ RR; **KS** |šą, bókkǘla-| ‘knock upside
down by shooting or water’ RR; **KS** |šą, bükkǘla-| ‘turn upside down, overturn
by pressure’ RR; **KS** |šą, gakkǘla-| ‘knock upside down, turn “summersets”’ RR;
**KS** |šą, nąkkǘla-| ‘kick over, to upset’ RR; **KS** |šą, yákkǘla-| ‘flip over, turn
upside down with the mouth’ RR; **KS** |šą, yǘkkǘla-| ‘roll over, turn upside
down, tr. or intr.’ RR; **QU** |šą, kkikdá-| ‘lie on ones stomach’ RR; **QU** |šą, di-|
‘spill, pull over a vessel’ RR; **QU** |šǫ́, ba-| ‘spill, push over and spill’ RR;
**QU** |šǫ́, di-| ‘pull over and spill (liquid)’ RR; **QU** |šǫ, dikkíkda-| ‘turn upside down, pull over’ RR; **QU** |šǫ, kkikdá-|, |kkikdášą| ‘turned upside down’ RR; **OS**
|†pašǫ́ða, bashóⁿtha| ‘**264**’ LF-23 **KS**[ |bašǫ́| ‘close a knife blade, fold shut’
RR",
106,"turn over (1), roll (1)",,106,psi-3eb6b31fbc0aee64197e8a24d0f7c72e-1,"Normally {pC} clusters in **LA** and **MA** and their various reflexes in
the other languages come from **PSI** {*wa-C-} sequences. Here, however, even
**HI** has a reflex of {*pt} in {ht}, so the cluster must at least
provisionally be reconstructed.  Here the DH cognates show a variety of
different root extensions.",
107,turn (2),,107,pmv-c909006af392372a1bf0a22d5deffa50-1,"The various combinations of morphemes found under ‘turn’, ‘twist’
suggest a compound root in DH. The elements seem most frequently to be
{*hko} and {*wį,} or both, with the extension {*Se}, and they seem
to be relatively independent. Cf. ‘**96**’ for more of the same. In addition,
this root is peculiar and probably recent in several languages in that the
{w} has not nasalized. There may be a **CA** cognate, |-wąče| ‘twist’
(**KS**-235) although the sound correspondences are poorly understood at best.",
108,turn (1) > roll,,108,psc-941b849ad8df62d6ef716e41e83215d0-1,"Reconstruction and even cognacy here are problematic.  MVS forms all
suggest |*wr| (from probably earlier |*wa-r|) here.  The following vowels are
also poor matches.  Such a cluster in the present nasal environment would
yield |n| in both **BI** and **OF** (cf. ‘**134**’).  If the MVS clusters go back to
**PSI** |*pa-r| however, the **BI** form may be conservative, thus matching the **CA**
(cf. ‘**246**’).  In order for the **OF** to be properly cognate in this latter
scenario, the proto form would have to be analyzed as bimorphemic, with **OF**
retaining only the second half.",
109,"tree, wood",,109,psc-6eb089dc2e101ca9e41a4f227bda7299-1,"Doublets {žą ~ ną} occur in DH. {žą} is the general term; {ną}
is found only in fossil compounds. {ną} is missing so far in **QU**. Forms
with reflexes or at least possible reflexes of {*y} are found in all
subgroups, so this is probably the best reconstruction. Recall however, that
in **DA** {*r > *y} if preceded by prefixal {*i-}, so the prefix vowel may
have had a role in the development of this term even though it does not mark
inalienable possession here. Both **CR**/**HI** and **PSE** show reflexes of both
{*wi-} and {*wa-}.  The prefix may have been |*wi-| which marks **PSI**
animates.",
110,"tree, bone, leg, stalk, stem, trunk",,110,psi-3c4b854d99826a8b3cc56244fe2a376e-1,"Cf. ‘**1064**’ for an important derivation from this form. The **MA** forms are
probably {hu•r} and < {rok} ‘leg’ + {hu•r} ‘stalk’ and {to•p}
‘**803**’. The **HI** form, vis-à-vis the **CR**, shows rightward vowel exchange
together with raising of short {e} to {i}. **CR** and **HI** differ in showing
vowel exchange in this form and in ‘**325**’. Such
differences suggest that rightward vowel exchange was spreading lexically at
about the time of the **CR**/**HI** split. Initial syllable accent and vowel length
suggest that there was a missing initial syllable. Since this term has a
variety of related meanings, it is possible that when it referred
specifically to ‘**1064**’ or ‘leg’ it was inherently possessed and required
possessive {*i-} ‘someone’s, his, her’. In MVS ‘**1064**’ takes the absolutive
{wa-} today.",
210,steal (2),,210,pch-2bd0a1b944a0b9d35ded42960334bd54-1,"The **BI** form may explain the **CR** and **HI** forms in {-rí}, though
**BI** has a different spirant. To explain the long {a•} in **CR**
and **HI**, one might appeal to a folk etymology along the lines suggested
in the comments to ‘**211**’.",
112,trap,,112,psi-d1619d7b0d5a28111a90314af7419fb7-1,"**LA** |†gmų́ka| ‘**112**’ (B-162a) and **DA** |†hmų́ka| ‘set a trap, to trap’
(R-150b) probably do not belong to this set.  Dakotan {gm-} clusters
usually turn out not to have cognates elsewhere in Siouan, and often seem to
be from borrowed Algonquian {kwVn} clusters, cf. ‘**942**’ and ‘cucurbit(2)’. In this
instance, compare Miami {kimiha} ‘**112**’, ‘deadfall’; {kokimikotakani}
‘spring or steel trap’ (Voegelin 1939:305) and Shawnee {nakwaaka} ‘steel
trap’ (ibid. p. 378) for suggestive similarities. In addition, cf. the
following Ojibwe (and related dialect) forms (Rhodes 1985: 295-6):
{ngwaagan} ‘rainbow, trap, spider’s web’ (n.i.)(p. 296) pl.

{ngwaagnan}; {n’gwaadang} (vti) ‘snare’ (p. 295); {n’gwaanaad} (vta)
‘snare s.o.’ (p. 296).  The **BI** ‘**112**’ terms may be derived from ‘**968**’ and thus not be cognate.",
114,town (2),,114,psi-94f146d879b7b128cc296f09f7c08fc9-1,"The **MA** form looks as if it might simply be the old, inherently
possessed word for ‘my house’ or ‘our house(s)’. The **OF** form could possibly
be the same. (No separate inclusive or plural possessive prefix is
reconstructible for the inalienable paradigm in Siouan.) With so few
purported cognates, chance resemblance could be a problem here.",
115,town (1),,115,pmv-537e64ddd1cb36ab0c8c81877d64f43e-1,"Given its use in clan/band name compounds in Dakotan, this may well be an old term, albeit a widely diffused one, in and outside of Siouan. The term may
not be reconstructible in any of the major Siouan subgroups. It is possible
that it diffused into the later subgroups like **DA** or DH in time to be
reconstructible there if the correspondence sets match. Note that this term
apparently had the sequence {*-wą} at a time when most of the languages
which assimilate the sequence to {mą} had already done so, thus creating
{wą/mą} contrasts. This is a widespread form with look-alikes in several
language families in the eastern part of North America. Cf. Arikara
{ituúnu} Parks; Choctaw: {tomaha ~ tamaha} (RR); Mobilian: {tamaha}
(JMC-93); Chitimacha: {namu} Swadesh. Cf. ‘**115**’.  Cf. ‘**375**’ for
a similar form which also argues for rounding assimilation in Dakotan.",
116,towards (2),,116,pmv-035a4d62ad1a2fbebf99019a0dad0dab-1,There may be a derivational connection (or contamination) between ‘towards’ {*hpa} with ‘**806**’ {*hpe} and ‘**714**’ {*hpa}. Compare the seeming relationship of ‘towards’ {*hta} and ‘**859**’ {*te} or ‘**807**’ {*hte}.,
117,towards (1),,117,psi-c853dc4b13f5fd37bc8f760eacd9601f-1,"**LA** preserves the original cluster, the source of **HI** preaspiration
and DH {ht}. There has almost certainly been some contamination
of ‘towards’ {*hta} and ‘side, other’ {*ta}. Compare |†tka †tki|",
119,touch,,119,psi-6bc27692d518f65f0e865f90078c4307-1,The **HI** forms show a root extension {*-tE}.,
120,tooth (2),,120,psi-422c61997495e9bb612bceca8517684a-1,"Although the fricatives do not correspond properly, and true cognacy of
this set therefore remains in question, this appears, at least
superficially, to be another {*hs > fh} case in **OF**. The southeastern
languages lose initial {h-} routinely, so this form could be related to
‘**121**’.",
121,"tooth (1), edge, point",,121,psi-998f78e8a7d99687caff4a52d23066e9-1,"The **HI** form |hi’| ( = {hiʔ} ?) is probably from **MA**. Rising pitch in
**CR** indicates an earlier {*ihí} (cf. ‘**737**’). Thus both **CR**
and **TU** preserve evidence that this term is a member of the inherently
possessed body part class.",
122,tongue,,122,psi-7922d2364108685043c5990bdf771cc8-1,"There are clear reflexes of {*y-} in those cases (**DA**, **BI**) where
stress is final (assuming **WI** accent shift to be recent). **DA**/**LA**, however,
normally shift {*r} to {*y} (>|čh|) following inalienable possessive
{*i-} so **BI** is the only language whose form can only come from {*y}.

The better reconstruction, then, is probably with {*r}. **CH**/DH shift
{*š > s > z}. Accent, vowel length and the **LA**/**DA** initial consonant all
suggest that this was one of the inherently possessed body part terms, so it
is appropriate to reconstruct that prefix. **OF** tends to confirm this
classification. This term has been assimilated into the common class of
{-e} stems in DH, but recent field work suggests that Dorsey may have
mistranscribed the form.",
123,tobacco,,123,psi-3a289c6f3b128ef23a1276c7e7749905-1,"Cf. ‘**298**’, also ‘**671**’, which has the same pattern of initial
consonants in DH. **PDA** {*čhąRí} is from an earlier {**čhaRį́}, by shift
of the nasal feature across the intervening glide. The compound form in
‘pipe’, l.c., was developed prior to this shift, hence the absence of
nasalization on its first syllable (i.e., {čha nų́pa}). A **CH** variant
{láhn-} found in ‘**298**’, q.v., may be borrowed. The **TU** form
{yéhni, yihnū} is pretty clearly borrowed from or at least modeled on
Tuscarora or modern Cayuga, among whom the Tutelo lived.  The second of the
Hale forms seems to be a compound of ‘**123**’ and |hu•| ‘**110**’.  Sapir and Frachtenberg probably recorded the more native Siouan
term.  Look-alikes for ‘**123**’ occur far afield in North America from
Iroquoian to Uto-Aztecan. Cf. PUA {*yena} ‘smoke tobacco’ (verb) Miller
#394. Cf. also Iroquoian (Mithun-274) Oneida and Mohawk {oy`v:kwaʔ}; Susq.

|ojeengqua|; Onondaga, Cayuga, Seneca {oyę́:kwaʔ}; Tuscarora
{ù:yv´ʔkweh} ‘smoke’, all others ‘**123**’. It seems possible that this
term is not really reconstructible in any of the families. The **PDA**, **PWC**, and
**PDH** correspondences are too irregular to permit a **PMV** or **PSI** reconstruction.

This may be due to taboo or other affective avoidance forcing irregular
distortions, but diffusion is the most likely source of the irregularities.",
124,"tipi, conical tent",,124,pma-9112b67e95cd363ee2f7d23a50c1bc35-1,"Cf. ‘**887**’.  **CH** {čhibóθraǰe} ‘upright house’ (JGT) is a
different descriptive term. These are apparently all terms innovated during
the plains occupation period. There are separate forms in the northern
languages and southern languages. Little can be reconstructed with certainty.",
126,tie (3),,126,psi-c76855beda89607bb48b6abf36c6593b-1,"At least in MVS, reduplication of verb roots seems most frequently to
be in the {-a} ablaut grade. There may be exceptions. This could be one
source of back formations in which {*-e} apparently > {-a}. Cf. ‘**128**’.",
128,tie (1),,128,psi-44098ac3528c0f98565b646924ba747c-1,"Aspiration in **HI** and the **OF** final vowel remain unexplained, and the **OF**
seems to be a reflex of |-xka|.  The following **MA** forms show {s} grade of
this root: **MA** škE ‘weave, twine, braid’ H-230 **MA** |paškéʔš| ‘he builds a
fence’ H-230 **MA** |kaškéʔš| ‘he braided it, tied it up’ C **MA** |ruškéʔš| ‘he
weaves it’ H-231.  **TU** |lakački•hA| ‘kill by force/striking’; |lački•hA| ‘kill
by hand’ fit phonologically, but the meanings make cognacy questionable.",
232,squeeze (2),,232,psi-5120210316d8676aafe886c04b630300-1,"There are some notable irregularities here. The **BI** form should have
{e} rather than {ĭ}.",
129,thunder (2),,129,psi-9c35c78d5bc4a0f33be3d89f6dee3fbd-1,"Cf. ‘**130**’. {tahu} shows rightward vowel
exchange. From PSi |t| we would expect **CR** |š/__u|; however, **CR** |s| is regular
for pre-**CR** |t /__a|.  This suggests a series of developments like the
following:  |*tahu > *sahu > *sau > *suu|.  |-uu| is the stem vowel in **CR**;
|-uua| is the citation form -- with added |-a| (?).  The implications are
that rightward vowel exchange occured in **PCH** (not just in **HI**) and its product
was reduced in **CR**.  Cf. ‘**71**’.",
130,thunder (1),,130,psi-59e1128ba0d54f6d91211f3dec8bde25-1,**TU** and **KS** fail to preserve nasalization.,
131,throw dart,,131,psi-a91b3bc15aa17187f562881b1646d060-1,"This root has interesting irregularities, **MA** nasalization, **WI** voicing
and the possible partial conflation with ‘kill’ in OVS, q.v. Either it was
used with the meaning ‘throw’ with atlatl darts, as in **MA**, or it represents
a lexical innovation, as the bow and arrow diffused to the Mississippi
Valley and adjacent areas long after the breakup of **PSI**. Diffusion would
have affected different subgroups at different times. V. ‘**1062**’ for some
evidence of diffusion. The verb may have been borrowed, then diffused and
mixed with ‘kill’.  In fact, there may have been two roots that were
confused by the early linguists. In **BI**, the root occurs with and without
final {-di}, as we have come to expect. However, if the {-di} is
there, the gloss is always ‘**696**’; if the gloss is ‘**344**’ it is never there.

(This may, of course, be purely accidental.) In **TU**, we see variable
recording of vowel length.",
132,throw away,,132,psi-b5eb1a26522174ae5226e4392740fe92-1,"Cf. ‘**821**’, ‘**636**’, ‘**655**’ for other sets with **WI** (and **CH**) {tʔ} (<|*r-ʔ|),
**DA** {ʔ}, and sometimes a velar in **MA**. This looks both phonologically and
semantically like a relic causative, i.e., *|ʔų| ‘fly (or jump?)’ + *|(r)e|
‘causative’. The causative has been reanalyzed as an ordinary derivational
suffix in **MA**, **PBO** and **WI** but has remained a (relic) R-stem in the other
languages.",
133,throat,,133,psi-bdd96217496b39a272b48c0b90e42745-1,"Stress shift in **DA** probably postdates loss of initial syllable in MVS.

This is a particularly interesting form because normally a stem initial **PSI**
{*r} becomes **LA**/**DA** {čh} following possessive {*i-}; there are many
instances. Here we have a clear instance of {*R} rather than {*r}, and
it does not affricate (except in **OF** where it is totally unexpected).  {R}
here behaves like a former cluster {Cr}, where the identity of {C}
remains unknown. {C} has the action here of protecting {r} from being
affricated in **LA** (i.e. showing an apparent reflex of {*y}). This is an
attractive solution to the problem of {R} because in various known
{*Cr} clusters {*r} has |R|-like reflexes, i.e., we are not
proposing an absolutely neutralized phoneme without specific motivation. It
remains to determine the identity of the missing {C}. Most obstruent
consonants already cluster with {r}; the laryngeals {ʔ} and {h}
remain the best bets. If {h}, it would have to precede, because {*rh} >
DH {th}, **LA** {h}, **CH** {d}. In summary, {R} may be from a **PSI**
cluster, perhaps *|ʔr| or *|hr|.",
135,"this, here, now (3)",,135,psi-5691c1c79ff0265c1df74d7d10c75ee2-1,"Compare |†Re| ‘**136**’ and |†te| ‘this, here, now’",
136,"this, here, now (2)",,136,psi-f9174044b59b92251619da50e1e3fb51-1,"There are clear doublets for this set, one with |*R| and one with |*r|.  Generally, but not always, only one of the forms is found in any one language. Vowel length is clear only in **WI** and **TU**.",
139,this side (1),,139,psi-ee4b9c3559260d71394af6931ddd8537-1,"The **BI** nasal is not accounted for in our analysis or reconstruction.  In numerous instances Dorsey transcribed [ə̨], the centralized variant of |ą| as a syllabic nasal, so its identity here is hard to determine.  Cf. the analogous particle, |*to-| in MVS languages.",
140,third daughter,,140,pmv-075ad1c407a7081ca0ea921afe0afbee-1,"Within the groups cognacy seems likely, although this may be a diffused
term in **CH**/**WI** where the final sequence |*-ka| normally (but not here) becomes
|-ke| with great regularity. Forms which accent the rightmost syllable are
vocatives.  For the final V, see also ‘**925**’, which has |-a|
consistently.  Cf.  **OP** |isíno| (JOD) ‘**279**’ (FLF |wiçinu|) which, taken with
the **WI** term, shows that the root here is |si•-|.",
141,think (3),,141,psi-35c5eb50df2f1e4eed250204936a9ee8-1,"{*-ʔį} is conjugated as a glottal stem, cf. ‘**53**’; **WI**/**TU** suggest a W-stem, cf. ‘**1150**’. There is evidence for an
initial vowel throughout MVS. If, as some feel, **CH**/**WI** are closer to DH than
to **DA**, and both **CH**/**WI** and **LA** show {e-}, then it seems likely that DH has
replaced this vowel with {á-}. The spatially least marked demonstrative
has the form {e-} and this demonstrative is the most likely source of the
prefix here. Reflexes of **PSI** {*ya} are found in other constructions with
demonstratives and an approximate meaning of ‘thus, in that way’, cf. **LA**
{ečh-ų́} ‘do, work’, which is conjugated analogously. This is one of a
number of **BI** forms in which **PSI** {*ʔ} has the reflex {h}, cf. {*ʔų}
‘**905**’. Cf. ‘**142**’",
142,think (2),,142,psi-3258d4ec45267ff45c5c15e86a3c6187-1,"**PSI** {*ky > *kr; *xy > *xr} in **CH**/**WI** and DH. Cf. ‘**721**’, ‘**823**’,
‘**155**’. Only **DA** and **BI** tend to preserve independent reflexes of {*Cy} and
{*Cr} clusters. If the **BI** is cognate, then it suggests {*kr} rather
than {*ky}, and shows no trace of the MVS {*ru-}. The root extension
{*-re} is found only in **BI** where it is productive. Without further
attestation we hesitate to reconstruct it. **MA** most frequently provides
examples, but the cognate is missing here. Cf. also ‘**143**’, ‘**141**’, ‘**898**’, ‘**721**’.",
143,think (1),,143,psi-039fe7a1749cc865f8e02d39ad12e29f-1,"There have been several restructurings of this interesting verb. **WI** and
**QU** have replaced {*e-} with what appears to be instrumental {í-}. In
**KS** the verb has been contaminated by the semantically related ‘**898**’, q.v.

**DA** and **BI** suggest a reconstruction with {*y}, the other languages show
reflexes of {*r}. **DA** in particular has a relic conjugated form, 1s
{epčá} (defective), which makes {*y} the more attractive
reconstruction. In **CR**, **HI** and **MA** {*r} and {*y} normally fall together
as {r}, and since, in the more southerly languages {*r} and {*y}
seem to fall together in certain consonant clusters (those created in 1st
and 2nd person conjugated forms), the neutralization product, {*r}, may
have been generalized to 3rd person forms. So the most probable
reconstruction is with the more exceptional {*y}. Cf. ‘**141**’.  The **OF**
form may simply have lost the main portion of the verb stem, leaving only the
extension shown elsewhere in **MA** and **BI**.",
144,thin,,144,psi-54ea9f14b47a69a5879fcf84d946d763-1,"In MVS we see suffixing of derivational {*-ka}. Note also that **PDH**
gemination and **CH** aspiration are being produced across a morpheme boundary
from the older |*hk| cluster. Therefore **LA** aspiration is also expected here.",
145,thigh,,145,psi-8f79084161ace2fc0b717d6452409f8b-1,"The **DA** form is related to DH {žeká} ‘**631**’, which matches
the **DA** {čhečh-}. This implies a **PMV** {*yek-}, which is in
another set. If the part we consider cognate here is {-ųte},
the initial {r} of the northern languages needs to be accounted
for. Here we suggest that the {r} is the epenthetic glide that
we normally find between inalienable {*i-}, which occurs with
most body parts, and vowel initial stems. The difference in quality
of the nasal vowels is still not accounted for in this analysis,
although we have many other apparent {ą/ų} matches.",
146,thick,,146,psi-1bcfa74eed54ff920361645d0e04c61a-1,"It appears we may have a little phonosymbolism here in the vocalism. We
may also have mixed sets. Swanton describes “â” (as in **BI**) as “like the
{o} in {stop}” (DS-4). Haas (1968) recorded **BI** {o} often as very
open, so the **BI** form cited here could have either an {o} or an {a}.

The vowel length and accentual pattern suggest that this lexeme normally had
an initial syllable or prefix (as most stative verbs). **CR** {shúhka} ‘wide
(strip)’ GG-56 is comparable to **HI** {cuhka} ‘flat, bottomland’, forms
which do not belong in this set.  The final vowel here is problematic.  MVS
shows non-ablauting |a|, but **BI** and **HI** suggest **PSI** |*i| or possibly |*E|.  We
cannot be certain which groups have reanalyzed the form.",
147,the,,147,psc-fbaf6e1a5c072637c4ad09add549be4d-1,The **MA** form may be a switch-reference marker.  There is a **TU** cognate for the article.,
148,that (3),,148,psi-2d359dd56d915e94b8b8ce5fcafb094b-1,"**WI** and **ST** have voiced fricatives; all others are voiceless and the
discrepancy is unexplained.",
149,"that (2) > demonstrative, reference marker, relative",,149,psi-9b5305ab17a497be887ef879342640bf-1,"Cf. ‘**288**’ |†kʔų ~ kʔǫ|, and ‘**1098**’ and beyond > other, across (2). **HI** {kua} reflects an
earlier {*kuha}. Note the final {-h} in **HI** {kuh}. Final {-n} in
**CR** should be compared with **HI** {-ri} focus marker and {-ru} locative.",
150,that (1),,150,psi-9716e3d9fb5634bc9325e520f3bfeb39-1,"The **CA** entries appear to be quite flexible morphotactically and are
listed with both the prefixed and suffixed Siouan forms which are best
considered distinct morphemes.",
151,thank you,,151,psi-0c295b811b1101dfd7c369f817c54367-1,"The DH forms **OP** |†ðahą́-bi| ‘thanked him’ (JOD1890:194), **OS** |†ðahǫ́|
‘**151**’ do not really match phonologically.  |ra-| is most likely ‘by
mouth’, the instrumental prefix here.",
152,testicle (2),,152,psi-a7c10278f404c66e8e7f23fa6cb24f04-1,"Cf. ‘**153**’, the same root with the addition of {*-ka}.

The patterns of length and accent suggest a missing initial syllable,
almost certainly the inalienable possession prefix typically found
with external body parts.",
153,testicle (1),,153,psi-c4fc019803c15aa11661737030998556-1,"The **CH** clusters are unexpected; {šč} is probably secondary <
{hǰ}. The **OP**, one **DA**, and MRS forms show different fricative symbolism
grades. The vowel length pattern in **WI** suggests that initial {a-} was
once present in this language. Ordinarily, all MVS languages agree on
fricative voicing. This is a rare exception. This term seems to have
undergone multiple derivations and meaning shifts. The reconstruction seems
fairly secure however with the original meaning ‘kidney’.",
154,ten (2),,154,psc-fc8119caf049ab67f0e3bd9a5db29b5e-1,"At the moment we can only be certain of the northern forms. **TU** may not
be related. This may be an ancient root however, as there are potentially
**CA** and even **WO** cognates.",
155,ten (1),,155,psi-79bfa4dc961ddc969871aa609db9febb-1,"James 1823:lxxxii, lxxviii. 10 kra1-ba3-ra2 fa1te; fa3ll; fa2r {†grebða} 20 kra1-ba3-ra2-no2m-ba3 mo2ve
These show that in 1823 **OM** still had the final syllable cluster.  **BI** is
doubtful as **PSI** {*wr} usually > {d} there. **OF** is equally doubtful. As
for the **LA**, we already have a number of instances of {*r > čh} when
preceded by possessive {i-}. It is possible that the {i} of the
preceding syllable here has had the same effect. Then, barring any evidence
of a **PSI** {*y} in other languages, the best reconstruction might be **PMV**
{*kré•wrą} rather than {*kyé•wrą}.",
156,temporal subordination,,156,bi-13670897def9bf4726d8c363b0bd395b-1,compare |-ta| ‘**613**’.,
157,tell,,157,psi-78ef6804a5560a3a38c94554b5fcfc17-1,"Cf. ‘**266**’.  The derivational morphemes, {*o-} and {*-ke}
are so widespread that we suspect that the one or two cases in which they are
lacking represent instances of loss, not independent constructions. The last
of the **TU** forms shows a suffixed reflex of {ʔǫ} ‘do, aux.’. The **BI** forms
are not technically cognate since they have {t} and {i} where they
should have {d} and {a}. The case for the end reconstruction is just
as strong without them however. Overall, this verb appears to be a doublet
of {*ra-} the ‘**556**’ prefix with the requisite
derivational paraphernalia. This would match Siebert’s analysis of the **CA**
cognates for Siouan instrumental prefixes according to which all were active
verbs which participated in serial verb constructions in **CA**.",
158,teen formative,,158,psi-40e511d885f3383bc20d36b02c63005d-1,"This seems to be a specialization of ‘**1176**’. In **LA** the inherited, unaspirated teen formative has merged
with (been replaced by) the near homonym |akhé| ‘again’. **CH** and DH use
reflexes of {*a-krį} ‘sitting upon’ to form numerals between ten and
twenty.",
159,tear,,159,psi-3d9bd5a7cc939f653424c41a12710728-1,"The forms here all typically accent the root but have neither
aspiration nor vowel lengthening. This, then, is the sort of stem
that causes us to interpret those phenomena as at least marginally
phonemic.  Cf. ‘**940**’.",
160,tail (2) > bird tail,,160,psi-dbeef9ed584e517b4f6e9fd8c3954225-1,"In **CR**, **HI**, **MA** this root is in homonymic clash with ‘**971**’.  There
has been compounding with, or contamination from, {hį} ‘**737**’ in DH and possibly other languages. The final vowel in DH has
undergone analogical change to join the widespread set of {-e} stems. The
back vowel in various forms is unexplained, but cf. ‘**161**’.  We
reconstruct |*i•| in **PSI** under the assumption that sporadic rounding before a
labial obstruent is the more likely reformation.  Cf. ‘**742**’.",
179,suck (2),,179,psi-5be14531bfef49a6109bb2ef1bf21f85-1,"**OP** may show the unextended root, though all of DH is problematic
because post-accentual |*p| is generally retained. Dakotan |-e-| is
unexplained, though note the correlation of |e| with |x| and |o| with |ɣ|.

**LA** |ɣ| is not explained since |x > ɣ| only postonically. DH probably has
{ɣ}, mistranscribed as {x} by most workers because, unlike the other
pairs of fricatives, this one does not involve voicing. DH has a different
root extension.  **OF** seems to show the same two vowels that we find in **LA**.

|s| and |š| apparently do not contrast in **OF**, and both are reflexes of **PSI**
|x|.",
753,grease (1),,753,psi-c6a5ab7fa35ed7e3b5d3cb5ed2d6863d-1,"Generally, this is an inedible grease, as opposed to ‘**752**’.",
161,tail (1),,161,psi-2035e4f5a5092f2af81806f437c97575-1,"**MA** rounding is unexplained, but this is not the only example of such
rounding. **MA** rounding occurs before a labial in ‘**971**’, ‘**984**’, and
‘**272**’ (this last supported by a round vowel in **HI**). **MA** rounding occurs
before non-labials in this word as well as ‘hand’ and ‘**833**’ (the last again
supported by a round vowel in **HI**). ‘**636**’ suggests that there may have been
some rounding variation already in **PSI**.  The accentual and vowel length
pattern here is best explained in terms of a prefix of inherent possession,
even though such prefixes are normally found with parts of the human body
(and kin terms). **CH** and **WI** have a related form {*šį́•te} ‘whole bottom,
rump, rear end (all animals, birds, etc.)’ (JDH). It is fairly common for
fricative symbolism to relate groups of nouns in this fashion.  **ST** may have
a reflex of |š|, as otherwise |θ| would be expected.",
162,"sycamore ? (birch, maple)",,162,psi-ca0cf9f4a2ba3cb2a9d93873474187c0-1,"These forms mean either ‘white tree’ or ‘white-barked tree’; such
descriptive constructions are very apt to have developed independently, and
we really have no way of knowing whether they are cognate or not. The **KS**
form at least has compound stress; other DH languages simply have a
descriptive phrase. The **CH**/**WI** and DH forms could, in principle, be
contractions of the fuller **LA** form with dropping of the intervocalic
{-h-}. If the **HI** is cognate, it must be a relict form; neither {*ha}
‘**316**’, nor {*są} ‘**40**’ being preserved in **HI**.  Cf. ‘**31**’.",
163,swell (4),,163,psi-dce3fd826c3c68523ca08793b26df7b1-1,"It is always difficult to distinguish cognacy from sound symbolism with
these {po ~ pu} ‘puff’ words since every language has them. **CR** and **HI**
also show {š} grade.  **CR** seems to preserve an earlier long vowel which in
some derived forms shortens and raises in both **CR** and **HI**.",
164,swell (3),,164,psi-a670b017f8423a52b6d0e757d52c4822-1,"See ‘**166**’, also the ‘**343**’ prefix.

Virtually every language in the world has a word meaning ‘swell, blow up,
inflate’, etc. with the canonical form PUH where H is zero or nearly any
fricative. Cf. English puff. Sound symbolism plays an important if not
predominant role here.  Compare howl for {*o•he > **HI** u•a}.",
165,swell (2),,165,psi-519fd4f3b7c2e8c7d411a4b35c6160c4-1,"The **CA** forms are presumably not both cognate with the Siouan forms, but
out understanding of Siouan/Catawban sound correspondences does not permit
us to determine which properly fits.  Sound symbolism is evident here also.",
167,sweet (2),,167,psi-a322f119a50c4c803bc889277eb86bbe-1,"Cf. ‘**168**’ for the corresponding s-grade, and for comments
on the reconstructions.",
