pk,jsondata,id,name,description,markup_description,date,version
571,{},571,"Entry ""mix (2)""",,,,1
572,{},572,"Entry ""mix (1)""",,,,1
573,{},573,"Entry ""miss""",,,,1
574,{},574,"Entry ""mire (2)""",,,,1
575,{},575,"Entry ""mire (1)""",,,,1
576,{},576,"Entry ""middle; inside""",,,,1
577,{},577,"Entry ""middle""",,,,1
578,{},578,"Entry ""metal, copper, iron""",,,,1
579,{},579,"Entry ""melt (2)""",,,,1
580,{},580,"Entry ""melt (1)""",,,,1
581,{},581,"Entry ""meet""",,,,1
582,{},582,"Entry ""medicine""",,,,1
583,{},583,"Entry ""mean, intend""",,,,1
584,{},584,"Entry ""marrow""",,,,1
585,{},585,"Entry ""marked > spotted, striped (3)""",,,,1
586,{},586,"Entry ""marked > spotted, striped (2)""",,,,1
587,{},587,"Entry ""marked > spotted, striped (1)""",,,,1
588,{},588,"Entry ""mark, scratch > score, mark""",,,,1
589,{},589,"Entry ""maple""",,,,1
590,{},590,"Entry ""many, much""",,,,1
591,{},591,"Entry ""man, person (2)""",,,,1
592,{},592,"Entry ""man, person (1)""",,,,1
593,{},593,"Entry ""male""",,,,1
594,{},594,"Entry ""make marks > mark, scratch""",,,,1
595,{},595,"Entry ""make hole""",,,,1
596,{},596,"Entry ""lungs""",,,,1
597,{},597,"Entry ""love""",,,,1
598,{},598,"Entry ""louse""",,,,1
599,{},599,"Entry ""lost""",,,,1
600,{},600,"Entry ""loose, knock loose""",,,,1
601,{},601,"Entry ""loon""",,,,1
602,{},602,"Entry ""look into, peek""",,,,1
603,{},603,"Entry ""look at (2)""",,,,1
604,{},604,"Entry ""look at (1)""",,,,1
605,{},605,"Entry ""long, extended in time or space > distant, then""",,,,1
606,{},606,"Entry ""long ago, far away""",,,,1
607,{},607,"Entry ""long (2)""",,,,1
608,{},608,"Entry ""long (1)""",,,,1
609,{},609,"Entry ""locative, demonstrative""",,,,1
610,{},610,"Entry ""locative (9)""",,,,1
611,{},611,"Entry ""locative (8)""",,,,1
612,{},612,"Entry ""locative (7)""",,,,1
613,{},613,"Entry ""locative (6)""",,,,1
614,{},614,"Entry ""locative (5)""",,,,1
615,{},615,"Entry ""locative (4)""",,,,1
616,{},616,"Entry ""locative (3)""",,,,1
617,{},617,"Entry ""locative (2)""",,,,1
618,{},618,"Entry ""locative (1)""",,,,1
619,{},619,"Entry ""liver""",,,,1
620,{},620,"Entry ""little, young, child""",,,,1
621,{},621,"Entry ""lip (upper), snout""",,,,1
622,{},622,"Entry ""lip""",,,,1
623,{},623,"Entry ""lightning, sheet (?)""",,,,1
624,{},624,"Entry ""lightning, forked (?)""",,,,1
625,{},625,"Entry ""light in weight""",,,,1
626,{},626,"Entry ""lie, be lying, positional""",,,,1
627,{},627,"Entry ""lid, cover""",,,,1
628,{},628,"Entry ""lick""",,,,1
629,{},629,"Entry ""let’s see, well, um""",,,,1
630,{},630,"Entry ""leggings""",,,,1
631,{},631,"Entry ""leg, thigh""",,,,1
632,{},632,"Entry ""left (side or hand)""",,,,1
633,{},633,"Entry ""leech""",,,,1
634,{},634,"Entry ""leaf (2)""",,,,1
635,{},635,"Entry ""leaf (1)""",,,,1
636,{},636,"Entry ""lay""",,,,1
637,{},637,"Entry ""laugh""",,,,1
638,{},638,"Entry ""lake, water""",,,,1
639,{},639,"Entry ""lace, lace up""",,,,1
640,{},640,"Entry ""know (3)""",,,,1
641,{},641,"Entry ""know (2), recognize""",,,,1
642,{},642,"Entry ""know (1)""",,,,1
643,{},643,"Entry ""knock over, lean""",,,,1
644,{},644,"Entry ""knock (2)""",,,,1
645,{},645,"Entry ""knock (1)""",,,,1
646,{},646,"Entry ""knob > taper""",,,,1
647,{},647,"Entry ""knife""",,,,1
648,{},648,"Entry ""knee, lap, thigh""",,,,1
649,{},649,"Entry ""kill (2)""",,,,1
650,{},650,"Entry ""kill (1)""",,,,1
651,{},651,"Entry ""kettle""",,,,1
652,{},652,"Entry ""kernel, seed""",,,,1
653,{},653,"Entry ""juniper, red cedar""",,,,1
654,{},654,"Entry ""jump over""",,,,1
655,{},655,"Entry ""jump""",,,,1
656,{},656,"Entry ""juice, liquid""",,,,1
657,{},657,"Entry ""jealous""",,,,1
658,{},658,"Entry ""jaw""",,,,1
659,{},659,"Entry ""itch (2)""",,,,1
660,{},660,"Entry ""itch (1)""",,,,1
661,{},661,"Entry ""island""",,,,1
662,{},662,"Entry ""interrogative, indefinite > something, what""",,,,1
663,{},663,"Entry ""interrogative (4)""",,,,1
664,{},664,"Entry ""interrogative (3)""",,,,1
665,{},665,"Entry ""interrogative (2)""",,,,1
666,{},666,"Entry ""interrogative (1)""",,,,1
667,{},667,"Entry ""indefinite/interrogative (3)""",,,,1
668,{},668,"Entry ""indefinite/interrogative (2)""",,,,1
669,{},669,"Entry ""indefinite/interrogative (1)""",,,,1
670,{},670,"Entry ""in, locative""",,,,1
671,{},671,"Entry ""ice""",,,,1
672,{},672,"Entry ""husk, pull off (1), flay""",,,,1
673,{},673,"Entry ""husband""",,,,1
674,{},674,"Entry ""hunt, seek""",,,,1
675,{},675,"Entry ""humpbacked""",,,,1
676,{},676,"Entry ""howl""",,,,1
677,{},677,"Entry ""how""",,,,1
678,{},678,"Entry ""household, home""",,,,1
679,{},679,"Entry ""hot, warm""",,,,1
680,{},680,"Entry ""hot weather""",,,,1
681,{},681,"Entry ""horn, spoon, shell""",,,,1
682,{},682,"Entry ""horn""",,,,1
683,{},683,"Entry ""hook""",,,,1
684,{},684,"Entry ""hollow, empty (2)""",,,,1
685,{},685,"Entry ""hollow, empty (1)""",,,,1
686,{},686,"Entry ""hollow, concave""",,,,1
687,{},687,"Entry ""hollow, a hole""",,,,1
688,{},688,"Entry ""hollow sound > stamp, stomp""",,,,1
689,{},689,"Entry ""hole, hollow""",,,,1
690,{},690,"Entry ""hole, dig""",,,,1
691,{},691,"Entry ""hole""",,,,1
692,{},692,"Entry ""hold in mouth""",,,,1
693,{},693,"Entry ""hold back""",,,,1
694,{},694,"Entry ""hoarse""",,,,1
695,{},695,"Entry ""hit, pound""",,,,1
696,{},696,"Entry ""hit""",,,,1
697,{},697,"Entry ""hiss (3)""",,,,1
698,{},698,"Entry ""hiss (2)""",,,,1
699,{},699,"Entry ""hiss (1)""",,,,1
700,{},700,"Entry ""hill""",,,,1
701,{},701,"Entry ""hide, skin, cloth""",,,,1
702,{},702,"Entry ""hide""",,,,1
703,{},703,"Entry ""hickory nut""",,,,1
704,{},704,"Entry ""hickory""",,,,1
705,{},705,"Entry ""heron, crane""",,,,1
706,{},706,"Entry ""here, now""",,,,1
707,{},707,"Entry ""help""",,,,1
708,{},708,"Entry ""heel""",,,,1
709,{},709,"Entry ""heavy""",,,,1
710,{},710,"Entry ""heat/cold, instrumental""",,,,1
711,{},711,"Entry ""heat""",,,,1
712,{},712,"Entry ""heart""",,,,1
713,{},713,"Entry ""hear""",,,,1
714,{},714,"Entry ""head, nose (1), front end""",,,,1
715,{},715,"Entry ""head, back of, hair""",,,,1
716,{},716,"Entry ""hazy, bluish, cloudy""",,,,1
717,{},717,"Entry ""hazelnut""",,,,1
718,{},718,"Entry ""hawthorn, red haw""",,,,1
719,{},719,"Entry ""hawthorn, black""",,,,1
720,{},720,"Entry ""hawk (2), Buteo""",,,,1
721,{},721,"Entry ""hawk (1), falcon""",,,,1
722,{},722,"Entry ""have""",,,,1
723,{},723,"Entry ""haul""",,,,1
724,{},724,"Entry ""hat""",,,,1
725,{},725,"Entry ""harden by fire""",,,,1
726,{},726,"Entry ""hard > strong, ripe""",,,,1
727,{},727,"Entry ""hard > cane, walking stick""",,,,1
728,{},728,"Entry ""hard (2)""",,,,1
729,{},729,"Entry ""hard (1)""",,,,1
730,{},730,"Entry ""hang down (2)""",,,,1
731,{},731,"Entry ""hang down (1)""",,,,1
732,{},732,"Entry ""handle, stem""",,,,1
733,{},733,"Entry ""hand, instrumental""",,,,1
734,{},734,"Entry ""hand > claws, nails""",,,,1
735,{},735,"Entry ""hand (2)""",,,,1
736,{},736,"Entry ""hand (1)""",,,,1
737,{},737,"Entry ""hair, fur, feathers""",,,,1
738,{},738,"Entry ""hair of head""",,,,1
739,{},739,"Entry ""hail > freeze""",,,,1
740,{},740,"Entry ""hail""",,,,1
741,{},741,"Entry ""hackberry""",,,,1
742,{},742,"Entry ""guts, intestines""",,,,1
743,{},743,"Entry ""growl, bellow""",,,,1
744,{},744,"Entry ""growl > snore, snort""",,,,1
745,{},745,"Entry ""growl > grunt (2)""",,,,1
746,{},746,"Entry ""growl > grunt (1)""",,,,1
747,{},747,"Entry ""grouse""",,,,1
748,{},748,"Entry ""groove""",,,,1
749,{},749,"Entry ""groin""",,,,1
750,{},750,"Entry ""grind, pound""",,,,1
751,{},751,"Entry ""grind""",,,,1
752,{},752,"Entry ""grease (2)""",,,,1
753,{},753,"Entry ""grease (1)""",,,,1
754,{},754,"Entry ""gray (2)""",,,,1
755,{},755,"Entry ""gray (1)""",,,,1
756,{},756,"Entry ""grave""",,,,1
757,{},757,"Entry ""grass (4)""",,,,1
758,{},758,"Entry ""grass (3)""",,,,1
759,{},759,"Entry ""grass (2)""",,,,1
760,{},760,"Entry ""grass (1)""",,,,1
761,{},761,"Entry ""grasp > hold, take""",,,,1
762,{},762,"Entry ""grasp""",,,,1
763,{},763,"Entry ""grandmother""",,,,1
764,{},764,"Entry ""grandfather (2)""",,,,1
765,{},765,"Entry ""grandfather (1)""",,,,1
766,{},766,"Entry ""gourd > squash""",,,,1
767,{},767,"Entry ""gourd > rattle""",,,,1
768,{},768,"Entry ""goose""",,,,1
769,{},769,"Entry ""good (4), heal""",,,,1
770,{},770,"Entry ""good (3)""",,,,1
771,{},771,"Entry ""good (2)""",,,,1
772,{},772,"Entry ""good (1)""",,,,1
773,{},773,"Entry ""go vertitive""",,,,1
774,{},774,"Entry ""go around, coil""",,,,1
775,{},775,"Entry ""go""",,,,1
776,{},776,"Entry ""glance off""",,,,1
777,{},777,"Entry ""give away""",,,,1
778,{},778,"Entry ""give""",,,,1
779,{},779,"Entry ""gills, palate""",,,,1
780,{},780,"Entry ""ghost""",,,,1
781,{},781,"Entry ""gesture""",,,,1
782,{},782,"Entry ""general deictic (2)""",,,,1
783,{},783,"Entry ""general deictic (1)""",,,,1
784,{},784,"Entry ""gather (3)""",,,,1
785,{},785,"Entry ""gather (2), assemble (intransitive)""",,,,1
786,{},786,"Entry ""gather (1), pick up""",,,,1
787,{},787,"Entry ""gamble""",,,,1
788,{},788,"Entry ""future (2)""",,,,1
789,{},789,"Entry ""future (1)""",,,,1
790,{},790,"Entry ""full""",,,,1
791,{},791,"Entry ""frozen""",,,,1
792,{},792,"Entry ""frost (2)""",,,,1
793,{},793,"Entry ""frost (1)""",,,,1
794,{},794,"Entry ""from""",,,,1
795,{},795,"Entry ""frog (3)""",,,,1
796,{},796,"Entry ""frog (2)""",,,,1
797,{},797,"Entry ""frog (1), toad""",,,,1
798,{},798,"Entry ""friend (4)""",,,,1
799,{},799,"Entry ""friend (3)""",,,,1
800,{},800,"Entry ""friend (2)""",,,,1
801,{},801,"Entry ""friend (1)""",,,,1
802,{},802,"Entry ""fox""",,,,1
803,{},803,"Entry ""four""",,,,1
804,{},804,"Entry ""forget""",,,,1
805,{},805,"Entry ""forest""",,,,1
806,{},806,"Entry ""forehead (2)""",,,,1
807,{},807,"Entry ""forehead (1)""",,,,1
808,{},808,"Entry ""ford, wade""",,,,1
809,{},809,"Entry ""force, instrumental""",,,,1
810,{},810,"Entry ""foot, instrumental""",,,,1
811,{},811,"Entry ""foot""",,,,1
812,{},812,"Entry ""food""",,,,1
813,{},813,"Entry ""follow""",,,,1
814,{},814,"Entry ""fold > wrap""",,,,1
815,{},815,"Entry ""fog (2) > smoke""",,,,1
816,{},816,"Entry ""fog (1)""",,,,1
817,{},817,"Entry ""focus marker""",,,,1
818,{},818,"Entry ""foam, boil""",,,,1
819,{},819,"Entry ""fly (insect)""",,,,1
820,{},820,"Entry ""fly (2)""",,,,1
821,{},821,"Entry ""fly (1)""",,,,1
822,{},822,"Entry ""flower (2)""",,,,1
823,{},823,"Entry ""flower (1)""",,,,1
824,{},824,"Entry ""float (2)""",,,,1
825,{},825,"Entry ""float (1)""",,,,1
826,{},826,"Entry ""flicker (bird)""",,,,1
827,{},827,"Entry ""flesh""",,,,1
828,{},828,"Entry ""flee, run away, take refuge""",,,,1
829,{},829,"Entry ""flat (3)""",,,,1
830,{},830,"Entry ""flat (2)""",,,,1
831,{},831,"Entry ""flat (1)""",,,,1
832,{},832,"Entry ""five (2)""",,,,1
833,{},833,"Entry ""five (1)""",,,,1
834,{},834,"Entry ""fish""",,,,1
835,{},835,"Entry ""firm (2)""",,,,1
836,{},836,"Entry ""firm (1)""",,,,1
837,{},837,"Entry ""fire""",,,,1
838,{},838,"Entry ""find by seeking""",,,,1
839,{},839,"Entry ""find by chance""",,,,1
840,{},840,"Entry ""fight""",,,,1
841,{},841,"Entry ""field (2)""",,,,1
842,{},842,"Entry ""field (1)""",,,,1
843,{},843,"Entry ""female, woman""",,,,1
844,{},844,"Entry ""feeble""",,,,1
845,{},845,"Entry ""feather""",,,,1
846,{},846,"Entry ""father (2) (vocative)""",,,,1
847,{},847,"Entry ""father (1) (referential)""",,,,1
848,{},848,"Entry ""fat, tallow""",,,,1
849,{},849,"Entry ""fat, stout""",,,,1
850,{},850,"Entry ""fart""",,,,1
851,{},851,"Entry ""far, towards, into""",,,,1
852,{},852,"Entry ""far, other, across""",,,,1
853,{},853,"Entry ""fan""",,,,1
854,{},854,"Entry ""fall > lie down""",,,,1
855,{},855,"Entry ""fall (2)""",,,,1
856,{},856,"Entry ""fall (1)""",,,,1
857,{},857,"Entry ""fail, be unsteady""",,,,1
858,{},858,"Entry ""fail""",,,,1
859,{},859,"Entry ""face""",,,,1
860,{},860,"Entry ""eye""",,,,1
861,{},861,"Entry ""exist > born""",,,,1
862,{},862,"Entry ""even (2)""",,,,1
863,{},863,"Entry ""even (1)""",,,,1
864,{},864,"Entry ""erect""",,,,1
865,{},865,"Entry ""enter (3)""",,,,1
866,{},866,"Entry ""enter (2)""",,,,1
867,{},867,"Entry ""enter (1)""",,,,1
868,{},868,"Entry ""end, point, tip (1)""",,,,1
869,{},869,"Entry ""end, finish > last (2)""",,,,1
870,{},870,"Entry ""end, finish > last (1)""",,,,1
871,{},871,"Entry ""emphatic, contrastive, but""",,,,1
872,{},872,"Entry ""emphatic topic""",,,,1
873,{},873,"Entry ""elm""",,,,1
874,{},874,"Entry ""elk""",,,,1
875,{},875,"Entry ""elbow (2), forearm""",,,,1
876,{},876,"Entry ""elbow (1)""",,,,1
877,{},877,"Entry ""eight""",,,,1
878,{},878,"Entry ""egg""",,,,1
879,{},879,"Entry ""edge""",,,,1
880,{},880,"Entry ""eat""",,,,1
881,{},881,"Entry ""earth, ground, land""",,,,1
882,{},882,"Entry ""ear (3), inner; hearing""",,,,1
883,{},883,"Entry ""ear (2), external opening""",,,,1
884,{},884,"Entry ""ear (1)""",,,,1
885,{},885,"Entry ""eagle (2)""",,,,1
886,{},886,"Entry ""eagle (1)""",,,,1
887,{},887,"Entry ""dwell, dwelling, house""",,,,1
888,{},888,"Entry ""duck, waterfowl""",,,,1
889,{},889,"Entry ""dry (3)""",,,,1
890,{},890,"Entry ""dry (2)""",,,,1
891,{},891,"Entry ""dry (1)""",,,,1
892,{},892,"Entry ""drip (3)""",,,,1
893,{},893,"Entry ""drip (2)""",,,,1
894,{},894,"Entry ""drip (1)""",,,,1
895,{},895,"Entry ""drink, inhale smoke""",,,,1
896,{},896,"Entry ""drink""",,,,1
897,{},897,"Entry ""dress, skirt, etc.""",,,,1
898,{},898,"Entry ""dream""",,,,1
899,{},899,"Entry ""dove, pigeon""",,,,1
900,{},900,"Entry ""door (2)""",,,,1
901,{},901,"Entry ""door (1)""",,,,1
902,{},902,"Entry ""dogwood, cornus sp.""",,,,1
903,{},903,"Entry ""dog""",,,,1
904,{},904,"Entry ""do, make, work; to cause""",,,,1
905,{},905,"Entry ""do, make""",,,,1
906,{},906,"Entry ""dive""",,,,1
907,{},907,"Entry ""dirty""",,,,1
908,{},908,"Entry ""directional locative""",,,,1
909,{},909,"Entry ""dig out""",,,,1
910,{},910,"Entry ""dig > scratch""",,,,1
911,{},911,"Entry ""different""",,,,1
912,{},912,"Entry ""die""",,,,1
913,{},913,"Entry ""dew""",,,,1
914,{},914,"Entry ""demonstrative, locative (2)""",,,,1
915,{},915,"Entry ""demonstrative, locative (1)""",,,,1
916,{},916,"Entry ""demonstrative > that, this""",,,,1
917,{},917,"Entry ""demonstrative > that, the aforesaid""",,,,1
918,{},918,"Entry ""demonstrative (2)""",,,,1
919,{},919,"Entry ""demonstrative (1)""",,,,1
920,{},920,"Entry ""defecate, dung (2)""",,,,1
921,{},921,"Entry ""defecate, dung (1)""",,,,1
922,{},922,"Entry ""deer, ruminant""",,,,1
923,{},923,"Entry ""deceive""",,,,1
924,{},924,"Entry ""day""",,,,1
925,{},925,"Entry ""daughter, youngest""",,,,1
926,{},926,"Entry ""daughter, first""",,,,1
927,{},927,"Entry ""daughter""",,,,1
928,{},928,"Entry ""darkness (3)""",,,,1
929,{},929,"Entry ""darkness (2)""",,,,1
930,{},930,"Entry ""darkness (1)""",,,,1
931,{},931,"Entry ""danger, difficulty, hardship""",,,,1
932,{},932,"Entry ""dance""",,,,1
933,{},933,"Entry ""cutting instrumental""",,,,1
934,{},934,"Entry ""cut strips > chop, tear""",,,,1
935,{},935,"Entry ""cut strips (2)""",,,,1
936,{},936,"Entry ""cut strips (1)""",,,,1
937,{},937,"Entry ""cut > open""",,,,1
938,{},938,"Entry ""cut (3)""",,,,1
939,{},939,"Entry ""cut (2)""",,,,1
940,{},940,"Entry ""cut (1)""",,,,1
941,{},941,"Entry ""cucurbit (2)""",,,,1
942,{},942,"Entry ""cucurbit (1)""",,,,1
943,{},943,"Entry ""cry""",,,,1
944,{},944,"Entry ""crush (2)""",,,,1
945,{},945,"Entry ""crush (1)""",,,,1
946,{},946,"Entry ""crunch""",,,,1
947,{},947,"Entry ""crow > raven""",,,,1
948,{},948,"Entry ""crow > blackbird""",,,,1
949,{},949,"Entry ""cross""",,,,1
950,{},950,"Entry ""creek, branch""",,,,1
951,{},951,"Entry ""creak, squeak""",,,,1
952,{},952,"Entry ""crayfish""",,,,1
953,{},953,"Entry ""crane""",,,,1
954,{},954,"Entry ""cranberry""",,,,1
955,{},955,"Entry ""cover (2)""",,,,1
956,{},956,"Entry ""cover (1)""",,,,1
957,{},957,"Entry ""count""",,,,1
958,{},958,"Entry ""cough""",,,,1
959,{},959,"Entry ""cottonwood, poplar""",,,,1
960,{},960,"Entry ""correct""",,,,1
961,{},961,"Entry ""corn ear""",,,,1
962,{},962,"Entry ""corn > corn mush""",,,,1
963,{},963,"Entry ""corn (4)""",,,,1
964,{},964,"Entry ""corn (3)""",,,,1
965,{},965,"Entry ""corn (2)""",,,,1
966,{},966,"Entry ""corn (1)""",,,,1
967,{},967,"Entry ""cord, string (2)""",,,,1
968,{},968,"Entry ""cord, sinew, vein (1)""",,,,1
969,{},969,"Entry ""copulate (3)""",,,,1
970,{},970,"Entry ""copulate (2)""",,,,1
971,{},971,"Entry ""copulate (1)""",,,,1
972,{},972,"Entry ""cook""",,,,1
973,{},973,"Entry ""contrastive""",,,,1
974,{},974,"Entry ""confused, mistaken, ignorant""",,,,1
975,{},975,"Entry ""come vertitive""",,,,1
976,{},976,"Entry ""come""",,,,1
977,{},977,"Entry ""comb > ravel out""",,,,1
978,{},978,"Entry ""comb""",,,,1
979,{},979,"Entry ""collective suffix""",,,,1
980,{},980,"Entry ""collective (motion verbs)""",,,,1
981,{},981,"Entry ""cold""",,,,1
982,{},982,"Entry ""coals (2)""",,,,1
983,{},983,"Entry ""coals (1)""",,,,1
984,{},984,"Entry ""clumsy""",,,,1
985,{},985,"Entry ""cloud""",,,,1
986,{},986,"Entry ""climb""",,,,1
987,{},987,"Entry ""clear""",,,,1
988,{},988,"Entry ""clavicle""",,,,1
989,{},989,"Entry ""circle, hoop, camp circle""",,,,1
990,{},990,"Entry ""choke""",,,,1
991,{},991,"Entry ""chinquapin, lotus, cattail""",,,,1
992,{},992,"Entry ""chin""",,,,1
993,{},993,"Entry ""child > youth""",,,,1
994,{},994,"Entry ""child > male child""",,,,1
995,{},995,"Entry ""child > female child""",,,,1
996,{},996,"Entry ""child > boy""",,,,1
997,{},997,"Entry ""chew""",,,,1
998,{},998,"Entry ""chest, breast""",,,,1
999,{},999,"Entry ""chert, flint""",,,,1
1000,{},1000,"Entry ""cherry, chokecherry""",,,,1
1001,{},1001,"Entry ""chase""",,,,1
1002,{},1002,"Entry ""catfish, bullhead""",,,,1
1003,{},1003,"Entry ""cat""",,,,1
1004,{},1004,"Entry ""carry > pack on back""",,,,1
1005,{},1005,"Entry ""calm""",,,,1
1006,{},1006,"Entry ""call, shout""",,,,1
1007,{},1007,"Entry ""call to, invite""",,,,1
1008,{},1008,"Entry ""call someone by name, to name""",,,,1
1009,{},1009,"Entry ""calf of leg""",,,,1
1010,{},1010,"Entry ""cache""",,,,1
1011,{},1011,"Entry ""buzzard (3)""",,,,1
1012,{},1012,"Entry ""buzzard (2)""",,,,1
1013,{},1013,"Entry ""buzzard (1)""",,,,1
1014,{},1014,"Entry ""buy""",,,,1
1015,{},1015,"Entry ""buttocks (2)""",,,,1
1016,{},1016,"Entry ""buttocks (1)""",,,,1
1017,{},1017,"Entry ""butcher""",,,,1
1018,{},1018,"Entry ""bury""",,,,1
1019,{},1019,"Entry ""burst""",,,,1
1020,{},1020,"Entry ""burn (5)""",,,,1
1021,{},1021,"Entry ""burn (4)""",,,,1
1022,{},1022,"Entry ""burn (3)""",,,,1
1023,{},1023,"Entry ""burn (2), prairie fire""",,,,1
1024,{},1024,"Entry ""burn (1)""",,,,1
1025,{},1025,"Entry ""bungle""",,,,1
1026,{},1026,"Entry ""bulrush, cane (plant)""",,,,1
1027,{},1027,"Entry ""brush (vegetation)""",,,,1
1028,{},1028,"Entry ""brother-in-law (2) wHuBr, wSiHu""",,,,1
1029,{},1029,"Entry ""brother-in-law (1) mWiBr, mSiHu""",,,,1
1030,{},1030,"Entry ""brother (5) BrYo""",,,,1
1031,{},1031,"Entry ""brother (4) wBrel""",,,,1
1032,{},1032,"Entry ""brother (3) wBrel""",,,,1
1033,{},1033,"Entry ""brother (2) mBrel""",,,,1
1034,{},1034,"Entry ""brother (1) mBrel""",,,,1
1035,{},1035,"Entry ""breathe""",,,,1
1036,{},1036,"Entry ""breast (female)""",,,,1
1037,{},1037,"Entry ""break to small pieces""",,,,1
1038,{},1038,"Entry ""break to pieces""",,,,1
1039,{},1039,"Entry ""break off pieces (4)""",,,,1
1040,{},1040,"Entry ""break off pieces (3)""",,,,1
1041,{},1041,"Entry ""break off pieces (2)""",,,,1
1042,{},1042,"Entry ""break off pieces (1)""",,,,1
1043,{},1043,"Entry ""break off (3)""",,,,1
1044,{},1044,"Entry ""break off (2)""",,,,1
1045,{},1045,"Entry ""break off (1)""",,,,1
1046,{},1046,"Entry ""break loose > dislocate""",,,,1
1047,{},1047,"Entry ""break long things""",,,,1
1048,{},1048,"Entry ""break cord > break long things""",,,,1
1049,{},1049,"Entry ""break cord > break apart""",,,,1
1050,{},1050,"Entry ""break cord""",,,,1
1051,{},1051,"Entry ""break brittle things > smash, crush""",,,,1
1052,{},1052,"Entry ""break (2)""",,,,1
1053,{},1053,"Entry ""break (1)""",,,,1
1054,{},1054,"Entry ""bread, cornball""",,,,1
1055,{},1055,"Entry ""brave (3)""",,,,1
1056,{},1056,"Entry ""brave (2)""",,,,1
1057,{},1057,"Entry ""brave (1)""",,,,1
1058,{},1058,"Entry ""brant""",,,,1
1059,{},1059,"Entry ""brain (2)""",,,,1
1060,{},1060,"Entry ""brain (1)""",,,,1
1061,{},1061,"Entry ""box""",,,,1
1062,{},1062,"Entry ""bow""",,,,1
1063,{},1063,"Entry ""botch, fail, miss""",,,,1
1064,{},1064,"Entry ""bone""",,,,1
1065,{},1065,"Entry ""boil, cook""",,,,1
1066,{},1066,"Entry ""body""",,,,1
1067,{},1067,"Entry ""boat""",,,,1
1068,{},1068,"Entry ""blue, green""",,,,1
1069,{},1069,"Entry ""blow (3)""",,,,1
1070,{},1070,"Entry ""blow (2)""",,,,1
1071,{},1071,"Entry ""blow (1)""",,,,1
1072,{},1072,"Entry ""blood""",,,,1
1073,{},1073,"Entry ""blizzard""",,,,1
1074,{},1074,"Entry ""blister""",,,,1
1075,{},1075,"Entry ""blink""",,,,1
1076,{},1076,"Entry ""blanket (2)""",,,,1
1077,{},1077,"Entry ""blanket (1), shawl, robe""",,,,1
1078,{},1078,"Entry ""blade, edged tool""",,,,1
1079,{},1079,"Entry ""black > dark (2)""",,,,1
1080,{},1080,"Entry ""black > dark (1)""",,,,1
1081,{},1081,"Entry ""black (3)""",,,,1
1082,{},1082,"Entry ""black (2)""",,,,1
1083,{},1083,"Entry ""black (1)""",,,,1
1084,{},1084,"Entry ""bitter""",,,,1
1085,{},1085,"Entry ""bison, reddish yellow buffalo""",,,,1
1086,{},1086,"Entry ""bison""",,,,1
1087,{},1087,"Entry ""bird > game bird, turkey""",,,,1
1088,{},1088,"Entry ""bird (5)""",,,,1
1089,{},1089,"Entry ""bird (4)""",,,,1
1090,{},1090,"Entry ""bird (3)""",,,,1
1091,{},1091,"Entry ""bird (2)""",,,,1
1092,{},1092,"Entry ""bird (1)""",,,,1
1093,{},1093,"Entry ""bile (2)""",,,,1
1094,{},1094,"Entry ""bile (1), gall""",,,,1
1095,{},1095,"Entry ""big (2)""",,,,1
1096,{},1096,"Entry ""big (1)""",,,,1
1097,{},1097,"Entry ""beyond > other, across (2)""",,,,1
1098,{},1098,"Entry ""beyond > other, across (1)""",,,,1
1099,{},1099,"Entry ""bewitch""",,,,1
1100,{},1100,"Entry ""between""",,,,1
1101,{},1101,"Entry ""berry, grape""",,,,1
1102,{},1102,"Entry ""bend > limp, be lame""",,,,1
1103,{},1103,"Entry ""bend > fold, curl""",,,,1
1104,{},1104,"Entry ""bend > bend back and forth""",,,,1
1105,{},1105,"Entry ""bend (9)""",,,,1
1106,{},1106,"Entry ""bend (8)""",,,,1
1107,{},1107,"Entry ""bend (7)""",,,,1
1108,{},1108,"Entry ""bend (6)""",,,,1
1109,{},1109,"Entry ""bend (5)""",,,,1
1110,{},1110,"Entry ""bend (4)""",,,,1
1111,{},1111,"Entry ""bend (3)""",,,,1
1112,{},1112,"Entry ""bend (2)""",,,,1
1113,{},1113,"Entry ""bend (1)""",,,,1
1114,{},1114,"Entry ""belt, sash""",,,,1
1115,{},1115,"Entry ""belly""",,,,1
1116,{},1116,"Entry ""belch""",,,,1
1117,{},1117,"Entry ""behind, in back""",,,,1
1118,{},1118,"Entry ""beg""",,,,1
1119,{},1119,"Entry ""bee (2)""",,,,1
1120,{},1120,"Entry ""bee (1)""",,,,1
1121,{},1121,"Entry ""bedding, covering""",,,,1
1122,{},1122,"Entry ""bed""",,,,1
1123,{},1123,"Entry ""beaver""",,,,1
1124,{},1124,"Entry ""bear > grizzly""",,,,1
1125,{},1125,"Entry ""bear > black bear (2)""",,,,1
1126,{},1126,"Entry ""bear > black bear (1)""",,,,1
1127,{},1127,"Entry ""beans""",,,,1
1128,{},1128,"Entry ""beads""",,,,1
1129,{},1129,"Entry ""be""",,,,1
1130,{},1130,"Entry ""bathe""",,,,1
1131,{},1131,"Entry ""basswood, inner bark?""",,,,1
1132,{},1132,"Entry ""basket""",,,,1
1133,{},1133,"Entry ""base, root, stump""",,,,1
1134,{},1134,"Entry ""bark of tree (outer)""",,,,1
1135,{},1135,"Entry ""bare""",,,,1
